"Student","StepID","Correct","KC_1","KC_2","KC_3","KC_4","KC_5"
"stu144",2327,1,0,0,0,0,0
"stu144",2427,1,0,0,0,0,0
"stu144",2431,1,0,0,0,0,0
"stu144",2453,1,0,0,0,0,0
"stu144",2457,1,0,0,0,0,0
"stu144",2469,1,0,0,0,0,0
"stu144",2470,1,0,0,1,0,0
"stu144",2471,1,0,0,1,0,0
"stu144",2472,1,0,0,0,0,0
"stu144",2475,1,0,0,1,0,0
"stu144",2615,1,1,0,0,0,0
"stu144",2617,1,0,0,0,1,0
"stu144",2728,1,0,0,1,0,0
"stu144",2733,0,0,1,0,0,0
"stu144",2737,0,0,0,1,0,0
"stu144",2741,1,0,0,0,0,0
"stu144",2750,1,0,0,0,0,0
"stu144",2754,1,0,1,0,0,0
"stu144",2763,1,0,0,1,0,0
"stu144",2772,0,0,0,1,0,0
"stu144",2808,1,1,0,0,0,0
"stu144",2810,1,1,0,0,0,0
"stu144",2844,1,0,0,0,0,0
"stu144",2865,1,0,0,0,0,0
"stu144",2869,0,0,0,0,0,0
"stu144",2874,1,0,0,0,0,0
"stu144",2888,0,0,0,0,0,0
"stu144",2894,1,0,0,0,0,0
"stu144",2916,1,0,0,0,0,0
"stu144",2923,1,0,0,0,0,0
"stu144",2953,1,0,0,0,0,0
"stu144",2976,1,0,0,1,0,0
"stu144",3061,0,0,0,1,0,0
"stu144",3076,1,0,0,0,0,0
"stu144",3081,1,0,0,0,0,0
"stu144",3086,1,0,0,1,0,0
"stu144",3101,0,0,1,0,0,0
"stu144",3106,0,0,1,0,0,0
"stu144",3122,1,0,1,0,0,0
"stu144",3131,0,0,1,0,0,0
"stu144",3143,1,0,0,1,0,0
"stu144",3191,0,0,0,1,0,0
"stu144",3211,1,0,0,0,0,0
"stu144",3232,1,0,0,0,0,0
"stu144",3259,0,0,0,0,0,0
"stu144",3274,1,0,0,0,0,0
"stu144",3323,1,0,0,0,0,0
"stu144",3336,1,0,0,0,0,0
"stu144",3348,1,0,0,0,0,0
"stu144",3359,1,0,0,0,0,0
"stu144",3377,1,0,0,0,0,0
"stu144",3381,1,0,0,0,0,0
"stu144",3382,1,0,0,0,0,0
"stu144",3383,1,0,0,0,0,0
"stu144",3386,1,0,0,0,0,0
"stu144",3405,1,0,0,0,0,0
"stu144",3411,1,0,0,0,0,0
"stu144",3424,1,0,0,0,0,0
"stu144",3431,0,0,0,0,0,0
"stu144",3443,1,0,0,0,0,0
"stu144",3461,1,0,0,0,0,0
"stu144",3464,1,0,0,0,0,0
"stu144",3476,0,0,0,0,0,0
"stu144",3481,1,0,0,0,0,0
"stu144",3488,1,0,0,0,0,0
"stu144",3497,0,0,0,0,0,0
"stu144",3536,0,0,0,0,0,0
"stu144",3541,1,0,0,0,0,0
"stu144",3638,1,0,0,0,0,0
"stu144",3652,1,0,0,0,0,0
"stu144",3669,1,0,0,0,0,0
"stu144",3676,1,0,0,0,0,0
"stu144",3683,0,0,0,0,0,0
"stu144",3688,0,0,0,0,0,0
"stu144",3700,1,0,0,0,0,0
"stu144",3723,1,0,0,0,0,1
"stu144",3727,0,0,0,1,0,0
"stu144",3742,1,0,0,1,0,0
"stu144",3755,0,0,0,1,0,0
"stu144",3759,1,0,0,1,0,1
"stu144",3778,1,0,0,1,0,0
"stu144",3781,0,0,0,1,0,0
"stu144",3791,1,0,0,1,0,0
"stu144",3810,1,0,0,1,0,0
"stu144",3815,1,0,0,0,0,0
"stu144",3821,0,0,0,1,0,0
"stu144",3826,0,0,0,1,0,0
"stu144",3895,1,0,0,0,0,0
"stu144",3900,1,0,0,0,0,0
"stu144",3919,1,0,0,1,0,0
"stu144",3931,1,0,0,1,0,0
"stu144",3932,1,0,0,0,0,0
"stu144",4003,1,0,0,0,1,0
"stu144",4009,0,0,0,0,0,0
"stu144",4013,1,0,0,0,0,0
"stu144",4018,1,0,0,0,0,0
"stu144",4023,1,0,0,0,0,0
"stu144",4029,0,0,0,1,0,0
"stu144",4033,0,0,0,1,0,0
"stu144",4035,1,0,0,0,0,0
"stu144",4036,1,0,0,1,0,0
"stu144",4044,1,0,0,1,0,0
"stu144",4050,0,0,0,1,0,0
"stu144",4128,0,0,0,0,0,1
"stu144",4129,1,0,0,0,0,1
"stu144",4162,1,0,0,0,0,1
"stu144",4163,1,0,0,0,0,1
"stu144",4190,1,0,0,0,0,1
"stu144",4206,1,0,0,0,0,1
"stu144",4209,1,0,0,0,0,1
"stu144",4228,1,0,0,0,0,1
"stu144",4230,1,0,0,0,0,1
"stu144",4231,1,0,0,0,0,1
"stu144",4243,1,0,0,0,0,1
"stu144",4258,1,0,0,0,0,1
"stu144",4280,1,0,0,0,0,1
"stu144",4287,1,0,0,0,0,1
"stu144",4289,1,0,0,0,0,1
"stu144",4290,1,0,0,0,0,1
"stu144",4293,1,0,0,0,0,1
"stu144",4295,1,0,0,0,0,1
"stu144",4414,1,0,0,0,1,0
"stu144",4418,1,0,0,0,1,0
"stu144",4452,1,0,0,0,1,0
"stu144",4459,1,0,0,0,1,0
"stu144",4464,1,0,0,0,1,0
"stu144",4492,1,0,0,0,1,0
"stu144",4526,1,0,0,0,1,0
"stu144",4532,1,0,0,0,1,0
"stu144",4607,1,0,0,0,1,0
"stu144",4656,1,0,0,0,1,0
"stu144",4769,1,0,0,0,0,0
"stu144",4777,1,0,0,0,0,0
"stu144",4787,1,0,0,0,0,0
"stu144",4835,1,0,0,0,0,0
"stu144",4854,1,0,0,0,0,0
"stu144",4913,1,0,0,0,0,0
"stu144",4938,1,0,0,0,0,0
"stu144",4959,1,0,0,0,0,0
"stu144",5037,1,0,0,0,0,0
"stu15",467,0,0,0,1,0,0
"stu15",477,1,0,1,0,0,0
"stu15",484,1,0,1,0,0,0
"stu15",485,1,0,1,0,0,0
"stu15",486,1,0,0,0,0,0
"stu15",494,1,0,0,0,0,0
"stu15",499,1,0,0,0,0,1
"stu15",507,0,0,0,0,0,0
"stu15",518,1,0,0,0,0,0
"stu15",531,1,0,0,0,0,0
"stu15",545,1,0,0,0,0,0
"stu15",546,0,0,0,0,0,0
"stu15",549,1,0,0,0,0,0
"stu15",550,1,0,0,0,0,0
"stu15",553,1,0,0,0,0,0
"stu15",585,1,0,0,0,0,1
"stu15",592,1,0,0,0,0,1
"stu15",593,0,0,0,0,0,1
"stu15",596,1,0,0,0,0,1
"stu15",597,1,0,0,0,0,1
"stu15",599,1,0,0,0,0,1
"stu15",601,1,0,0,0,0,1
"stu15",621,1,0,0,0,0,1
"stu15",626,1,0,0,1,0,0
"stu15",686,1,0,0,0,0,1
"stu15",688,1,0,0,0,0,1
"stu15",698,1,0,0,0,0,1
"stu15",700,1,0,1,0,0,0
"stu15",704,1,0,1,0,0,0
"stu15",709,1,0,0,0,0,0
"stu15",733,0,0,0,1,0,0
"stu15",738,1,0,0,1,0,0
"stu15",743,1,0,0,1,0,0
"stu15",746,1,0,0,1,0,0
"stu15",757,1,0,0,1,0,0
"stu15",770,1,0,0,0,0,0
"stu15",774,1,0,0,0,0,0
"stu15",794,1,0,0,0,0,0
"stu15",804,1,0,0,0,0,0
"stu15",808,1,0,0,0,0,0
"stu15",814,1,0,0,0,0,0
"stu15",863,1,0,0,0,0,1
"stu15",871,0,0,0,0,0,1
"stu15",873,1,0,0,0,0,1
"stu15",902,1,0,0,1,0,0
"stu15",907,0,0,0,1,0,0
"stu15",927,1,0,0,0,0,1
"stu15",934,1,0,0,0,0,0
"stu15",939,1,0,1,0,0,0
"stu15",972,1,0,0,1,0,0
"stu15",980,1,0,0,1,0,0
"stu15",981,0,0,0,1,0,0
"stu15",989,1,0,0,0,0,0
"stu15",992,1,0,0,1,0,0
"stu15",1041,1,0,0,0,0,0
"stu15",1074,1,0,0,0,0,1
"stu15",1111,1,0,0,0,0,0
"stu15",1113,1,0,0,0,0,0
"stu15",1116,1,0,0,0,0,0
"stu15",1282,1,0,0,0,0,1
"stu15",1305,1,0,0,0,0,0
"stu15",1310,1,0,0,1,0,0
"stu15",1313,1,0,0,1,0,0
"stu15",1314,1,0,1,0,0,0
"stu15",1316,1,0,1,0,0,0
"stu15",1321,0,0,1,0,0,0
"stu15",1322,1,0,1,0,0,0
"stu15",1327,1,0,0,1,0,0
"stu15",1328,0,0,0,1,0,0
"stu15",1356,1,0,0,1,0,0
"stu15",1414,1,0,0,0,0,0
"stu15",1415,1,0,0,1,0,0
"stu15",1416,1,0,0,1,0,0
"stu15",1443,0,0,0,0,0,1
"stu15",1486,1,1,0,0,0,0
"stu15",1490,1,1,0,0,0,0
"stu15",1494,1,1,0,0,0,0
"stu15",1497,1,1,0,0,0,0
"stu15",1558,1,0,1,0,0,0
"stu15",1566,1,0,1,0,0,0
"stu15",1732,1,0,0,0,0,0
"stu15",1735,1,0,0,0,0,0
"stu15",1862,1,0,0,1,0,0
"stu15",1873,1,0,0,1,0,0
"stu15",1876,1,0,0,1,0,0
"stu15",1892,1,0,0,1,0,0
"stu15",1901,1,0,0,0,0,0
"stu15",1906,1,0,0,0,0,0
"stu15",1908,1,0,0,0,0,0
"stu15",1911,1,0,0,0,0,0
"stu15",1929,1,0,0,0,0,0
"stu15",1937,1,0,0,0,0,0
"stu15",1943,1,0,0,0,0,0
"stu15",1953,1,0,0,0,0,0
"stu15",1957,1,0,0,0,0,0
"stu15",1966,1,0,0,0,0,0
"stu15",1968,1,0,0,0,0,0
"stu15",1977,1,0,0,0,0,0
"stu15",1978,0,0,0,0,0,0
"stu15",1979,1,0,0,0,0,0
"stu15",1985,1,0,0,0,0,0
"stu15",1987,1,0,0,0,0,0
"stu15",1994,1,0,0,0,0,0
"stu15",1996,1,0,0,0,0,0
"stu15",2000,1,0,0,1,0,0
"stu15",2002,1,0,0,1,0,0
"stu15",2006,1,0,0,0,0,0
"stu15",2012,1,0,0,0,0,0
"stu15",2027,1,0,0,1,0,0
"stu15",2029,1,0,0,1,0,0
"stu15",2036,1,0,0,1,0,0
"stu15",2046,1,0,0,1,0,0
"stu15",2047,1,0,0,1,0,0
"stu15",2049,1,0,0,1,0,0
"stu15",2074,1,0,0,1,0,0
"stu15",2083,1,0,1,0,0,0
"stu15",2085,1,0,1,0,0,0
"stu15",2114,1,0,1,0,0,0
"stu15",2120,1,0,1,0,0,0
"stu15",2123,1,0,1,0,0,0
"stu15",2140,1,0,1,0,0,0
"stu15",2143,1,0,0,1,0,0
"stu15",2149,1,0,0,1,0,0
"stu15",2152,1,0,0,1,0,0
"stu15",2195,1,0,0,0,0,0
"stu15",2199,1,0,0,0,0,0
"stu15",2202,1,0,0,1,0,0
"stu15",2214,1,0,0,0,0,0
"stu15",2219,1,0,0,0,0,0
"stu15",2239,1,0,0,0,0,0
"stu15",2265,1,0,0,1,0,0
"stu15",2267,1,0,0,1,0,0
"stu15",2272,1,0,0,1,0,0
"stu15",2294,1,0,0,1,0,0
"stu15",2300,1,0,0,1,0,0
"stu15",2306,1,0,0,1,0,0
"stu15",2314,1,0,0,0,0,0
"stu15",2327,1,0,0,1,0,0
"stu15",2334,1,0,0,0,0,0
"stu15",2355,1,0,0,1,0,0
"stu15",2368,1,0,0,0,0,0
"stu15",2381,1,0,0,1,0,0
"stu15",2426,1,0,0,1,0,0
"stu15",2514,1,0,0,0,0,0
"stu15",2520,1,0,0,0,0,0
"stu15",2536,1,0,0,0,0,0
"stu15",2540,1,0,0,0,0,0
"stu15",2549,1,0,0,0,0,0
"stu15",2550,1,0,0,1,0,0
"stu15",2551,1,0,0,1,0,0
"stu15",2552,1,0,0,0,0,0
"stu15",2553,1,0,0,1,0,0
"stu15",2566,1,0,1,1,0,0
"stu15",2585,1,0,1,0,0,0
"stu15",2587,1,0,1,1,0,0
"stu15",2622,1,1,0,0,0,0
"stu15",2624,1,0,0,0,1,0
"stu15",2630,1,0,0,0,1,0
"stu15",2634,0,0,0,0,1,0
"stu15",2735,1,0,0,1,0,0
"stu15",2739,1,0,1,0,0,0
"stu15",2743,1,0,0,1,0,0
"stu15",2748,1,0,0,0,0,0
"stu15",2750,1,0,0,0,0,0
"stu15",2752,1,0,0,0,0,0
"stu15",2757,1,0,0,0,0,0
"stu15",2761,1,0,1,0,0,0
"stu15",2770,1,0,0,1,0,0
"stu15",2772,1,0,0,1,0,0
"stu15",2778,1,0,0,1,0,0
"stu15",2811,1,1,0,0,0,0
"stu15",2815,1,1,0,0,0,0
"stu15",2817,1,1,0,0,0,0
"stu15",2858,1,0,0,0,0,0
"stu15",2859,1,0,0,0,0,0
"stu15",2872,1,0,0,0,0,0
"stu15",2880,1,0,0,0,0,0
"stu15",2894,1,0,0,0,0,0
"stu15",2898,1,0,0,0,0,0
"stu15",2914,1,0,0,0,0,0
"stu15",2915,1,0,0,0,0,0
"stu15",2923,1,0,0,0,0,0
"stu15",2927,1,0,0,0,0,0
"stu15",2930,1,0,0,0,0,0
"stu15",2936,1,0,0,0,0,0
"stu15",2937,1,0,0,0,0,0
"stu15",2941,1,0,0,0,0,0
"stu15",2960,1,0,0,0,0,0
"stu15",2990,1,0,0,1,0,0
"stu15",2991,1,0,0,1,0,0
"stu15",3006,1,0,0,1,0,0
"stu15",3044,1,0,0,1,0,0
"stu15",3049,1,0,0,1,0,0
"stu15",3063,1,0,1,0,0,0
"stu15",3077,1,0,0,0,0,0
"stu15",3078,1,0,0,0,0,0
"stu15",3079,1,0,0,1,0,0
"stu15",3106,1,0,1,0,0,0
"stu15",3111,1,0,1,0,0,0
"stu15",3120,1,0,1,0,0,0
"stu15",3133,1,0,1,0,0,0
"stu15",3137,1,0,1,0,0,0
"stu15",3141,1,1,0,0,0,0
"stu15",3142,1,0,1,0,0,0
"stu15",3150,1,0,0,1,0,0
"stu15",3161,1,0,1,0,0,0
"stu15",3162,1,0,1,0,0,0
"stu15",3200,1,0,0,1,0,0
"stu15",3202,1,0,0,1,0,0
"stu15",3213,1,0,0,1,0,0
"stu15",3221,1,0,0,0,0,0
"stu15",3225,1,0,0,0,0,0
"stu15",3239,1,0,0,0,0,0
"stu15",3265,1,0,0,0,0,0
"stu15",3268,1,0,0,0,0,0
"stu15",3270,1,0,0,0,0,0
"stu15",3320,1,0,0,0,0,0
"stu15",3330,1,0,0,0,0,0
"stu15",3332,1,0,0,0,0,0
"stu15",3346,1,0,0,0,0,0
"stu15",3349,1,0,0,0,0,0
"stu15",3356,0,0,0,0,0,0
"stu15",3357,1,0,0,0,0,0
"stu15",3358,1,0,0,0,0,0
"stu15",3369,1,0,0,0,0,0
"stu15",3387,1,0,0,0,0,0
"stu15",3388,1,0,0,0,0,0
"stu15",3389,1,0,0,0,0,0
"stu15",3390,1,0,0,0,0,0
"stu15",3393,1,0,0,0,0,0
"stu15",3397,1,0,0,0,0,0
"stu15",3402,1,0,0,0,0,0
"stu15",3416,1,0,0,0,0,0
"stu15",3418,1,0,0,0,0,0
"stu15",3421,1,0,0,0,0,0
"stu15",3435,1,0,0,0,0,0
"stu15",3440,1,0,0,0,0,0
"stu15",3450,1,0,0,0,0,0
"stu15",3451,1,0,0,0,0,0
"stu15",3459,1,0,0,0,0,0
"stu15",3461,1,0,0,0,0,0
"stu15",3466,1,0,0,0,0,0
"stu15",3468,1,0,0,0,0,0
"stu15",3471,1,0,0,0,0,0
"stu15",3472,1,0,0,0,0,0
"stu15",3473,1,0,0,0,0,0
"stu15",3479,1,0,0,0,0,0
"stu15",3483,0,0,0,0,0,0
"stu15",3485,1,0,0,0,0,0
"stu15",3488,1,0,0,0,0,0
"stu15",3492,1,0,0,0,0,0
"stu15",3498,1,0,0,0,0,0
"stu15",3500,1,0,0,0,0,0
"stu15",3504,0,0,0,0,0,0
"stu15",3551,1,0,0,0,0,0
"stu15",3552,1,0,0,0,0,0
"stu15",3652,1,0,0,0,0,0
"stu15",3653,1,0,0,0,0,0
"stu15",3659,1,0,0,0,0,0
"stu15",3680,1,0,0,0,0,0
"stu15",3683,1,0,0,0,0,0
"stu15",3686,1,0,0,0,0,0
"stu15",3695,1,0,0,0,0,0
"stu15",3698,1,0,0,0,0,0
"stu15",3700,1,0,0,0,0,0
"stu15",3708,1,0,0,0,0,0
"stu15",3731,1,0,0,0,0,1
"stu15",3734,1,0,0,1,0,0
"stu15",3737,1,0,0,1,0,0
"stu15",3739,1,0,0,1,0,0
"stu15",3742,1,0,0,1,0,0
"stu15",3744,1,0,0,1,0,0
"stu15",3765,1,0,0,1,0,0
"stu15",3767,1,0,0,1,0,1
"stu15",3770,1,0,0,1,0,1
"stu15",3791,1,0,0,1,0,0
"stu15",3793,1,0,0,1,0,0
"stu15",3903,1,0,0,0,0,0
"stu15",3906,1,0,0,0,0,0
"stu15",3909,0,0,0,0,0,0
"stu15",3910,1,0,0,0,0,0
"stu15",3911,1,0,0,0,0,0
"stu15",3919,1,0,0,0,0,0
"stu15",3922,0,0,0,0,0,0
"stu15",3923,1,0,0,0,0,0
"stu15",3924,1,0,0,0,0,0
"stu15",3927,1,0,0,1,0,0
"stu15",3937,1,0,0,1,0,0
"stu15",3939,1,0,0,1,0,0
"stu15",3940,1,0,0,0,0,0
"stu15",3967,1,0,0,0,0,0
"stu15",3970,1,0,0,0,0,0
"stu15",3978,0,0,0,0,0,0
"stu15",3979,1,0,0,0,0,0
"stu15",3980,1,0,0,0,0,0
"stu15",3985,1,0,0,0,0,0
"stu15",3987,1,0,0,0,0,0
"stu15",3990,1,0,0,0,0,0
"stu15",3995,1,0,0,0,0,0
"stu15",3997,1,0,0,0,0,0
"stu15",4000,1,0,0,0,0,0
"stu15",4009,0,0,0,0,1,0
"stu15",4010,1,0,0,0,1,0
"stu15",4011,1,0,0,0,1,0
"stu15",4016,1,0,0,0,0,0
"stu15",4026,1,0,0,0,0,0
"stu15",4029,1,0,0,0,0,0
"stu15",4034,1,0,0,0,0,0
"stu15",4036,1,0,0,1,0,0
"stu15",4040,1,0,0,1,0,0
"stu15",4046,1,0,0,1,0,0
"stu15",4052,1,0,0,1,0,0
"stu15",4055,1,0,0,1,0,0
"stu15",4058,0,0,0,1,0,0
"stu15",4133,1,0,0,0,0,1
"stu15",4142,1,0,0,0,0,1
"stu15",4143,1,0,0,0,0,1
"stu15",4167,0,0,0,0,0,1
"stu15",4169,1,0,0,0,0,1
"stu15",4175,1,0,0,0,0,1
"stu15",4176,1,0,0,0,0,1
"stu15",4182,1,0,0,0,0,1
"stu15",4193,1,0,0,0,0,1
"stu15",4195,1,0,0,0,0,1
"stu15",4203,1,0,0,0,0,1
"stu15",4216,1,0,0,0,0,1
"stu15",4219,1,0,0,0,0,1
"stu15",4222,1,0,0,0,0,1
"stu15",4224,1,0,0,0,0,1
"stu15",4233,1,0,0,0,0,1
"stu15",4235,1,0,0,0,0,1
"stu15",4238,1,0,0,0,0,1
"stu15",4241,1,0,0,0,0,1
"stu15",4242,1,0,0,0,0,1
"stu15",4244,1,0,0,0,0,1
"stu15",4245,1,0,0,0,0,1
"stu15",4247,1,0,0,0,0,1
"stu15",4249,1,0,0,0,0,1
"stu15",4250,1,0,0,0,0,1
"stu15",4257,1,0,0,0,0,1
"stu15",4264,1,0,0,0,0,1
"stu15",4270,1,0,0,0,0,1
"stu15",4276,1,0,0,0,0,1
"stu15",4280,0,0,0,0,0,1
"stu15",4281,1,0,0,0,0,1
"stu15",4288,1,0,0,0,0,1
"stu15",4294,1,0,0,0,0,1
"stu15",4296,1,0,0,0,0,1
"stu15",4300,1,0,0,0,0,1
"stu15",4305,1,0,0,0,0,1
"stu15",4306,1,0,0,0,0,1
"stu15",4415,1,0,0,0,1,0
"stu15",4419,1,0,0,0,1,0
"stu15",4429,1,0,0,0,1,0
"stu15",4430,1,0,0,0,1,0
"stu15",4434,1,0,0,0,1,0
"stu15",4466,1,0,0,0,1,0
"stu15",4468,1,0,0,0,1,0
"stu15",4473,1,0,0,0,1,0
"stu15",4475,1,0,0,0,1,0
"stu15",4506,1,0,0,0,1,0
"stu15",4510,0,0,0,0,1,0
"stu15",4511,1,0,0,0,1,0
"stu15",4542,1,0,0,0,1,0
"stu15",4544,0,0,0,0,1,0
"stu15",4545,1,0,0,0,1,0
"stu15",4548,1,0,0,0,1,0
"stu15",4555,1,0,0,0,1,0
"stu15",4623,1,0,0,0,1,0
"stu15",4672,1,0,0,0,1,0
"stu15",4778,1,0,0,0,0,0
"stu15",4784,0,0,0,0,0,0
"stu15",4786,1,0,0,0,0,0
"stu15",4787,1,0,0,0,0,0
"stu15",4797,1,0,0,0,0,0
"stu15",4830,1,0,0,0,0,0
"stu15",4848,1,0,0,0,0,0
"stu15",4865,1,0,0,0,0,0
"stu15",4892,1,0,0,0,0,0
"stu15",4914,1,0,0,0,0,0
"stu15",4928,1,0,0,0,0,0
"stu15",4955,1,0,0,0,0,0
"stu15",4957,1,0,0,0,0,0
"stu15",4973,1,0,0,0,0,0
"stu15",4976,1,0,0,0,0,0
"stu15",5044,1,0,0,0,0,0
"stu15",5051,1,0,0,0,0,0
"stu152",484,1,0,1,0,0,0
"stu152",485,1,0,1,0,0,0
"stu152",507,0,0,0,0,0,0
"stu152",546,0,0,0,0,0,0
"stu152",549,1,0,0,0,0,0
"stu152",550,1,0,0,0,0,0
"stu152",593,0,0,0,0,0,1
"stu152",597,1,0,0,0,0,1
"stu152",689,0,0,0,0,0,1
"stu152",698,1,0,0,0,0,1
"stu152",712,1,0,0,0,0,0
"stu152",740,1,0,0,1,0,0
"stu152",770,1,0,0,0,0,0
"stu152",805,0,0,0,0,0,0
"stu152",863,1,0,0,0,0,1
"stu152",904,1,0,0,1,0,0
"stu152",928,0,0,0,0,0,1
"stu152",932,1,0,1,0,0,0
"stu152",936,1,0,0,0,0,0
"stu152",974,1,0,0,1,0,0
"stu152",992,1,0,0,1,0,0
"stu152",1425,1,0,0,0,0,1
"stu152",1484,1,1,0,0,0,0
"stu152",1488,1,1,0,0,0,0
"stu152",1491,1,1,0,0,0,0
"stu152",1857,1,0,0,1,0,0
"stu152",1858,1,0,0,1,0,0
"stu152",1867,1,0,0,1,0,0
"stu152",1885,1,0,0,1,0,0
"stu152",1896,1,0,0,0,0,0
"stu152",1900,1,0,0,0,0,0
"stu152",1905,1,0,0,0,0,0
"stu152",1922,1,0,0,0,0,0
"stu152",1929,0,0,0,1,0,0
"stu152",1930,1,0,0,1,0,0
"stu152",1937,1,0,0,0,0,0
"stu152",1963,1,0,0,0,0,0
"stu152",1974,1,0,0,0,0,0
"stu152",1996,1,0,0,1,0,0
"stu152",2000,1,0,0,0,0,0
"stu152",2009,1,0,0,0,0,0
"stu152",2023,1,0,0,1,0,0
"stu152",2032,1,0,0,1,0,0
"stu152",2058,1,0,0,1,0,0
"stu152",2063,1,0,0,1,0,0
"stu152",2077,1,0,1,0,0,0
"stu152",2081,1,0,1,0,0,0
"stu152",2086,1,0,1,0,0,0
"stu152",2106,1,0,1,0,0,0
"stu152",2134,1,0,1,0,0,0
"stu152",2139,1,0,0,1,0,0
"stu152",2193,1,0,0,0,0,0
"stu152",2196,1,0,0,1,0,0
"stu152",2212,1,0,0,0,0,0
"stu152",2260,1,0,0,1,0,0
"stu152",2267,1,0,0,1,0,0
"stu152",2294,0,0,0,1,0,0
"stu152",2299,1,0,0,1,0,0
"stu152",2301,1,0,0,1,0,0
"stu152",2307,1,0,0,0,0,0
"stu152",2427,1,0,0,0,0,0
"stu152",2434,0,0,0,0,0,0
"stu152",2441,1,0,0,0,0,0
"stu152",2453,1,0,0,0,0,0
"stu152",2457,1,0,0,0,0,0
"stu152",2469,1,0,0,0,0,0
"stu152",2470,1,0,0,1,0,0
"stu152",2471,1,0,0,1,0,0
"stu152",2472,1,0,0,0,0,0
"stu152",2475,1,0,0,1,0,0
"stu152",2615,1,1,0,0,0,0
"stu152",2617,1,0,0,0,1,0
"stu152",2729,0,0,0,1,0,0
"stu152",2732,1,0,1,0,0,0
"stu152",2737,0,0,0,1,0,0
"stu152",2741,1,0,0,0,0,0
"stu152",2750,1,0,0,0,0,0
"stu152",2754,1,0,1,0,0,0
"stu152",2763,1,0,0,1,0,0
"stu152",2765,1,0,0,1,0,0
"stu152",2767,0,0,0,1,0,0
"stu152",2808,1,1,0,0,0,0
"stu152",2810,1,1,0,0,0,0
"stu152",2844,1,0,0,0,0,0
"stu152",2851,1,0,0,0,0,0
"stu152",2852,1,0,0,0,0,0
"stu152",2868,1,0,0,0,0,0
"stu152",2873,1,0,0,0,0,0
"stu152",2887,1,0,0,0,0,0
"stu152",2893,1,0,0,0,0,0
"stu152",2894,1,0,0,0,0,0
"stu152",2908,1,0,0,0,0,0
"stu152",2929,1,0,0,0,0,0
"stu152",2930,1,0,0,0,0,0
"stu152",2976,1,0,0,1,0,0
"stu152",3015,1,0,0,1,0,0
"stu152",3037,1,0,0,1,0,0
"stu152",3061,0,0,0,1,0,0
"stu152",3077,0,0,0,0,0,0
"stu152",3081,1,0,0,0,0,0
"stu152",3086,1,0,0,1,0,0
"stu152",3099,1,0,1,0,0,0
"stu152",3104,1,0,1,0,0,0
"stu152",3130,1,0,1,0,0,0
"stu152",3143,1,0,0,1,0,0
"stu152",3190,1,0,0,1,0,0
"stu152",3211,1,0,0,0,0,0
"stu152",3232,1,0,0,0,0,0
"stu152",3258,1,0,0,0,0,0
"stu152",3306,0,0,0,0,0,0
"stu152",3336,1,0,0,0,0,0
"stu152",3348,1,0,0,0,0,0
"stu152",3362,1,0,0,0,0,0
"stu152",3377,1,0,0,0,0,0
"stu152",3381,1,0,0,0,0,0
"stu152",3382,1,0,0,0,0,0
"stu152",3383,1,0,0,0,0,0
"stu152",3386,1,0,0,0,0,0
"stu152",3405,1,0,0,0,0,0
"stu152",3411,1,0,0,0,0,0
"stu152",3426,0,0,0,0,0,0
"stu152",3445,0,0,0,0,0,0
"stu152",3459,1,0,0,0,0,0
"stu152",3461,1,0,0,0,0,0
"stu152",3464,1,0,0,0,0,0
"stu152",3469,0,0,0,0,0,0
"stu152",3476,0,0,0,0,0,0
"stu152",3481,1,0,0,0,0,0
"stu152",3488,1,0,0,0,0,0
"stu152",3495,1,0,0,0,0,0
"stu152",3639,0,0,0,0,0,0
"stu152",3652,1,0,0,0,0,0
"stu152",3670,1,0,0,0,0,0
"stu152",3676,1,0,0,0,0,0
"stu152",3681,1,0,0,0,0,0
"stu152",3687,1,0,0,0,0,0
"stu152",3700,1,0,0,0,0,0
"stu152",3723,1,0,0,0,0,1
"stu152",3726,1,0,0,1,0,0
"stu152",3755,0,0,0,1,0,0
"stu152",3760,0,0,0,1,0,1
"stu152",3778,1,0,0,1,0,0
"stu152",3780,1,0,0,1,0,0
"stu152",3811,0,0,0,1,0,0
"stu152",3815,1,0,0,0,0,0
"stu152",3821,0,0,0,1,0,0
"stu152",3826,0,0,0,1,0,0
"stu152",3895,1,0,0,0,0,0
"stu152",3929,1,0,0,1,0,0
"stu152",3931,1,0,0,1,0,0
"stu152",3932,1,0,0,0,0,0
"stu152",4003,1,0,0,0,1,0
"stu152",4008,1,0,0,0,0,0
"stu152",4013,1,0,0,0,0,0
"stu152",4018,1,0,0,0,0,0
"stu152",4023,1,0,0,0,0,0
"stu152",4028,1,0,0,1,0,0
"stu152",4039,1,0,0,0,0,0
"stu152",4040,1,0,0,1,0,0
"stu152",4047,1,0,0,1,0,0
"stu152",4050,0,0,0,1,0,0
"stu152",4125,1,0,0,0,0,1
"stu152",4134,1,0,0,0,0,1
"stu152",4135,1,0,0,0,0,1
"stu152",4203,1,0,0,0,0,1
"stu152",4212,1,0,0,0,0,1
"stu152",4228,1,0,0,0,0,1
"stu152",4233,1,0,0,0,0,1
"stu152",4235,1,0,0,0,0,1
"stu152",4236,1,0,0,0,0,1
"stu152",4258,1,0,0,0,0,1
"stu152",4282,1,0,0,0,0,1
"stu152",4286,1,0,0,0,0,1
"stu152",4293,1,0,0,0,0,1
